query_id	passage_id	final_label
db_q_<dbpedia:British_Railways_Mark_1_sleeping_car>	db_<dbpedia:S_type_carriage>	1
db_q_<dbpedia:Summer_Villa_and_the_McKay-Salmon_House>	db_<dbpedia:Summer_Villa_and_the_McKay-Salmon_House>	3
db_q_<dbpedia:Williamsport_Sun-Gazette>	db_<dbpedia:Sun_and_King_Williams_Town_Gazette>	3
db_q_<dbpedia:Superlooper>	db_<dbpedia:Superlooper>	3
db_q_<dbpedia:Supreme_Council_(Transnistria)>	db_<dbpedia:Supreme_Military_Council_(Syria)>	3
db_q_<dbpedia:Good_Morning_Susie_Soho>	db_<dbpedia:Susie_Wall>	0
db_q_<dbpedia:Laura_Kasischke>	db_<dbpedia:Suspicious_River>	2
db_q_<dbpedia:Greece_in_the_Eurovision_Dance_Contest>	db_<dbpedia:Switzerland_in_the_Eurovision_Dance_Contest>	0
db_q_<dbpedia:Lord_of_the_Sword>	db_<dbpedia:Sword_of_the_Stars_II:_Lords_of_Winter>	3
db_q_<dbpedia:Syed_Zafar_Mahmood>	db_<dbpedia:Syed_Rifat_Mahmood>	3
db_q_<dbpedia:Symphony_Live_in_Istanbul>	db_<dbpedia:Symphony_Live_in_Istanbul>	3
db_q_<dbpedia:Secret_History_of_Princess_Taiping>	db_<dbpedia:Taizu_Mishi>	0
db_q_<dbpedia:Chisaka_Takafusa>	db_<dbpedia:Takafusa_Nakamura>	3
db_q_<dbpedia:Johnson_Tam>	db_<dbpedia:TAM_Aviação_Executiva>	3
db_q_<dbpedia:Tambao_Airport>	db_<dbpedia:Tambao>	0
db_q_<dbpedia:Perunthalaivar_Makkal_Katchi>	db_<dbpedia:Tamil_Nadu_Tourism_Development_Corporation>	1
db_q_<dbpedia:Tanacross_language>	db_<dbpedia:Tanacross_language>	3
db_q_<dbpedia:Tanggu_District>	db_<dbpedia:Tanggu_Truce>	0
db_q_<dbpedia:Tascott,_New_South_Wales>	db_<dbpedia:Tascott,_New_South_Wales>	3
db_q_<dbpedia:Sarah_Rees_Brennan>	db_<dbpedia:Team_Human>	2
db_q_<dbpedia:Gary_Numan>	db_<dbpedia:Techno_Army_Featuring_Gary_Numan>	2
db_q_<dbpedia:...That's_the_Way_It_Is>	db_<dbpedia:...That's_the_Way_It_Is>	3
db_q_<dbpedia:ReVisions>	db_<dbpedia:The_Aleph_(short_story)>	0
db_q_<dbpedia:Tweaker_(band)>	db_<dbpedia:The_Attraction_to_All_Things_Uncertain>	0
db_q_<dbpedia:The_Bill_(series_5)>	db_<dbpedia:The_Bill_(series_19)>	3
db_q_<dbpedia:Lonely_Drifter_Karen>	db_<dbpedia:The_Dirt_Drifters>	3
db_q_<dbpedia:Bessie_Barnes>	db_<dbpedia:The_Enchanted_Barn>	0
db_q_<dbpedia:Pansy_Tsang>	db_<dbpedia:The_Essential_Pansy_Division>	0
db_q_<dbpedia:1957_in_British_television>	db_<dbpedia:The_Famous_Five_(1970s_TV_series)>	3
db_q_<dbpedia:Ben_Shibe>	db_<dbpedia:The_Greatest_Baseball_Game_Never_Played>	0
db_q_<dbpedia:The_Heist_(1989_film)>	db_<dbpedia:The_Heist_(1989_film)>	3
db_q_<dbpedia:Intellectual_Property_Law_Association_of_Chicago>	db_<dbpedia:The_Intellectual_Property_Lawyers'_Organisation>	1
db_q_<dbpedia:Invincible_Youth>	db_<dbpedia:The_Invincible>	0
db_q_<dbpedia:Nomadacris_succincta>	db_<dbpedia:The_Locust_(EP)>	0
db_q_<dbpedia:Lu_Chuan>	db_<dbpedia:The_Missing_Gun>	1
db_q_<dbpedia:Stanton,_Northumberland>	db_<dbpedia:The_Northumberland_Church_of_England_Academy>	1
db_q_<dbpedia:BandQuest>	db_<dbpedia:The_Norwegian_folk_music_series>	1
db_q_<dbpedia:Libdmc>	db_<dbpedia:The_purpose_of_a_system_is_what_it_does>	0
db_q_<dbpedia:Coral_reef_organizations>	db_<dbpedia:The_Reef_Ball_Foundation>	2
db_q_<dbpedia:Catherine_Yronwode>	db_<dbpedia:The_Ship's_Cat>	1
db_q_<dbpedia:Wonder_of_the_World_(play)>	db_<dbpedia:They_Won't_Go_When_I_Go>	0
db_q_<dbpedia:Soft-sediment_deformation_structures>	db_<dbpedia:Thick-skinned_deformation>	2
db_q_<dbpedia:Karl_Gotch>	db_<dbpedia:Thomas_Cooper_Gotch>	0
db_q_<dbpedia:Lord_High_Commissioner_to_the_Parliament_of_Scotland>	db_<dbpedia:Thomas_Fairfax,_13th_Lord_Fairfax_of_Cameron>	2
db_q_<dbpedia:Clement_Geitner_House>	db_<dbpedia:Thomas_Geitner>	1
db_q_<dbpedia:Lee-Throckmorton-McDonald_House>	db_<dbpedia:Throckmorton_baronets>	0
db_q_<dbpedia:Cesare_Bortolotti>	db_<dbpedia:Timo_Bortolotti>	0
db_q_<dbpedia:Thomas_Plint>	db_<dbpedia:Timothy_Clifford>	0
db_q_<dbpedia:Factor_(agent)>	db_<dbpedia:Tissue_factor>	0
db_q_<dbpedia:Joseph_Oklahombi>	db_<dbpedia:Tobias_W._Frazier>	2
db_q_<dbpedia:David_E._Barrett>	db_<dbpedia:Tom_Barrett_(Michigan_politician)>	0
db_q_<dbpedia:I_Didn't_Know_What_Time_It_Was>	db_<dbpedia:Too_Many_Girls_(film)>	3
db_q_<dbpedia:Hodzana_River>	db_<dbpedia:Trail_Creek_(Alaska)>	1
db_q_<dbpedia:Namdapha_flying_squirrel>	db_<dbpedia:Travancore_flying_squirrel>	2
db_q_<dbpedia:Zhangjiang_Tram>	db_<dbpedia:Trams_in_Shanghai>	3
db_q_<dbpedia:Trechus_stefanschoedli>	db_<dbpedia:Trechus_fulvus>	2
db_q_<dbpedia:Iguanura>	db_<dbpedia:Tree_walking_automaton>	0
db_q_<dbpedia:Tron_(video_game)>	db_<dbpedia:Tron_2.0>	2
db_q_<dbpedia:Riverstage>	db_<dbpedia:True_Tour>	1
db_q_<dbpedia:Special_Service>	db_<dbpedia:Truman_Committee>	0
db_q_<dbpedia:Trylon_and_Perisphere>	db_<dbpedia:Trylon_and_Perisphere_(Homeland)>	3
db_q_<dbpedia:Trzciniec,_Gmina_Sicienko>	db_<dbpedia:Trzciniec,_Gmina_Michów>	0
db_q_<dbpedia:2013–14_Tuen_Mun_SA_season>	db_<dbpedia:Tuen_Mun_South_Extension>	2
db_q_<dbpedia:List_of_temples_in_Tulu_Nadu>	db_<dbpedia:Tulu_cinema>	0
db_q_<dbpedia:Abdul_Rahman_(convert)>	db_<dbpedia:Tunku_Abdul_Rahman_(Tunku_Mahkota_of_Johor)>	3
db_q_<dbpedia:Hatice_Sultan_(daughter_of_Selim_I)>	db_<dbpedia:Turhan_Hatice_Sultan>	3
db_q_<dbpedia:Raslet>	db_<dbpedia:Turner_Broadcasting_System_Norway>	0
db_q_<dbpedia:Josh_Thompson_(American_football)>	db_<dbpedia:Turn_It_Up_(Josh_Thompson_album)>	2
db_q_<dbpedia:TVR_T37>	db_<dbpedia:TVR_Speed_Eight_engine>	1
db_q_<dbpedia:UBIGEO>	db_<dbpedia:UBIGEO>	2
db_q_<dbpedia:Aengnam_Station>	db_<dbpedia:UK_railway_stations>	1
db_q_<dbpedia:Pseudhomelix_ornata>	db_<dbpedia:Ulmus_laevis_'Ornata'>	1
db_q_<dbpedia:Undercover_Mosque>	db_<dbpedia:Undercover_Mosque>	3
db_q_<dbpedia:UB44>	db_<dbpedia:Unemployment_Insurance_Act_1924>	1
db_q_<dbpedia:United_Nations_Security_Council_election,_1971>	db_<dbpedia:United_Nations_Security_Council_election,_1970>	3
db_q_<dbpedia:Juander_Santos>	db_<dbpedia:Universidad_Santo_Tomás_de_Aquino>	3
db_q_<dbpedia:1947_in_Chile>	db_<dbpedia:University_of_Santiago,_Chile>	1
db_q_<dbpedia:Grand_Prix_Stakes>	db_<dbpedia:USCF_Grand_Prix>	3
db_q_<dbpedia:Silas_L._Copeland>	db_<dbpedia:USNS_Sgt._Truman_Kimbro_(T-AK-254)>	0
db_q_<dbpedia:City-class_ironclad>	db_<dbpedia:USS_Cairo>	1
db_q_<dbpedia:USS_Lydonia_(SP-700)>	db_<dbpedia:USS_Legonia_II_(SP-399)>	3
db_q_<dbpedia:USS_Menhaden_(SS-377)>	db_<dbpedia:USS_Menhaden_(SS-377)>	3
db_q_<dbpedia:USS_Tingey_(TB-34)>	db_<dbpedia:USS_Tingey_(TB-34)>	3
db_q_<dbpedia:Vadodara_train_crash>	db_<dbpedia:Vadodara_Express>	1
db_q_<dbpedia:Vojvodina_Academy_of_Sciences_and_Arts>	db_<dbpedia:Vanu_Bose>	0
db_q_<dbpedia:Agonopterix_vasta>	db_<dbpedia:Vastas>	0
db_q_<dbpedia:Hohe_Veitsch>	db_<dbpedia:Veitsch_Mount_of_Olives_Pilgrims_Cross>	3
db_q_<dbpedia:Richard_Tarrant>	db_<dbpedia:Vermont_gubernatorial_election,_1976>	1
db_q_<dbpedia:Robert_Vujević>	db_<dbpedia:VfB_Stuttgart_II>	1
db_q_<dbpedia:Vice-Admiral_of_the_Coast>	db_<dbpedia:Vice-Admiral_of_the_Coast>	3
db_q_<dbpedia:Vikramabahu_I_of_Polonnaruwa>	db_<dbpedia:Vikramabahu_I_of_Polonnaruwa>	3
db_q_<dbpedia:Vladimir_Rodimushkin>	db_<dbpedia:Vladimir_Latin>	3
db_q_<dbpedia:Transnational_(VNV_Nation_album)>	db_<dbpedia:VNV_Nation_discography>	3
db_q_<dbpedia:Optimus_Clix>	db_<dbpedia:Voice_Mate>	1
db_q_<dbpedia:Volition_(linguistics)>	db_<dbpedia:Volitive_modality>	3
db_q_<dbpedia:Maria_Dobroniega_of_Kiev>	db_<dbpedia:Vsevolod_II_of_Kiev>	1
db_q_<dbpedia:Wake_Up_(Make_a_Move)>	db_<dbpedia:Wake_Up!_Wake_Up!>	3
db_q_<dbpedia:2002_European_Road_Championships>	db_<dbpedia:W.A.K.O._European_Championships_2002>	3
db_q_<dbpedia:Walt_Dickerson_Plays_Unity>	db_<dbpedia:Walt_Dickerson_Plays_Unity>	3
db_q_<dbpedia:Wanshan_District>	db_<dbpedia:Wanshan_Archipelago>	0
db_q_<dbpedia:Trillium_oostingii>	db_<dbpedia:Wateree_people>	1
db_q_<dbpedia:1907_International_Cross_Country_Championships>	db_<dbpedia:WCW_International_World_Heavyweight_Championship>	3
db_q_<dbpedia:Weatherall_Formation>	db_<dbpedia:Weatherall_Bay>	3
db_q_<dbpedia:WENI-FM>	db_<dbpedia:WENY>	3
db_q_<dbpedia:Amherst_Central_Business_District>	db_<dbpedia:Westside_Historic_District_(Amherst,_Massachusetts)>	3
db_q_<dbpedia:Neal_Island>	db_<dbpedia:West_Virginia_Route_45>	1
db_q_<dbpedia:WBJW>	db_<dbpedia:WGCA-FM>	3
db_q_<dbpedia:Crispin_Freeman>	db_<dbpedia:What_a_Dummy>	0
db_q_<dbpedia:Temnocyon>	db_<dbpedia:What_a_Week_Omnibus_Books_4-6>	0
db_q_<dbpedia:How_it_Happens>	db_<dbpedia:What_Happened_to_Burger's_Daughter_or_How_South_African_Censorship_Works>	0
db_q_<dbpedia:W._Head_&_Sister>	db_<dbpedia:What_I_Like_About_You_(TV_series)>	0
db_q_<dbpedia:Undercover_Maisie>	db_<dbpedia:What_Maisie_Knew>	0
db_q_<dbpedia:Tripalmitin>	db_<dbpedia:What_the_Romans_Did_for_Us>	0
db_q_<dbpedia:The_Other_Half_(game_show)>	db_<dbpedia:When_Did_You_Stop_Loving_Me,_When_Did_I_Stop_Loving_You>	0
db_q_<dbpedia:Arts_and_Humanities_in_Higher_Education>	db_<dbpedia:When_I_Was_a_Work_of_Art>	0
db_q_<dbpedia:Nepal_fulvetta>	db_<dbpedia:White-browed_fulvetta>	3
db_q_<dbpedia:Rocklin,_California>	db_<dbpedia:Whitney_High_School_(Rocklin,_California)>	3
db_q_<dbpedia:Widdrington_Station_and_Stobswood>	db_<dbpedia:Widdrington_Station_and_Stobswood>	1
db_q_<dbpedia:Mrówki,_Greater_Poland_Voivodeship>	db_<dbpedia:Wilczyn,_Greater_Poland_Voivodeship>	1
db_q_<dbpedia:Atlas_of_Our_Changing_Environment>	db_<dbpedia:Wild_Africa>	1
db_q_<dbpedia:The_Call_of_the_Wild_(2007_film)>	db_<dbpedia:Wild_rosemary>	0
db_q_<dbpedia:William_Atkinson_(architect)>	db_<dbpedia:William_Atkinson_(architect)>	3
db_q_<dbpedia:Courtenay_railway_station>	db_<dbpedia:William_Courtenay,_1st_Viscount_Courtenay>	1
db_q_<dbpedia:William_Newport_Goodell>	db_<dbpedia:William_Goodell_(gynecologist)>	1
db_q_<dbpedia:Wind_and_Cloud_2>	db_<dbpedia:Wind_and_Cloud>	3
db_q_<dbpedia:Leveche>	db_<dbpedia:Wind_power_in_Spain>	1
db_q_<dbpedia:WQII>	db_<dbpedia:WKAQ>	2
db_q_<dbpedia:WLTN>	db_<dbpedia:WLTN-FM>	3
db_q_<dbpedia:Women_in_computing_in_Canada>	db_<dbpedia:Women's_cycling_in_Australia>	0
db_q_<dbpedia:Workweek_and_weekend>	db_<dbpedia:Workweek_and_weekend>	3
db_q_<dbpedia:Ames_Monument>	db_<dbpedia:Wyoming_Monument>	3
db_q_<dbpedia:Wyvern_(programming_language)>	db_<dbpedia:Wyvern_Theatre>	1
db_q_<dbpedia:Tokyo_Beat_Down>	db_<dbpedia:X-Cops_(The_X-Files)>	0
db_q_<dbpedia:KBDR>	db_<dbpedia:XHTLN-FM>	1
db_q_<dbpedia:Hewland>	db_<dbpedia:Xtrac_Limited>	2
db_q_<dbpedia:Yao_Lijun>	db_<dbpedia:Yao_Lijun>	3
db_q_<dbpedia:Yarlovo>	db_<dbpedia:Yarlovo_Nunatak>	1
db_q_<dbpedia:Yasu_River>	db_<dbpedia:Yasu_District,_Shiga>	1
db_q_<dbpedia:The_Ries_Brothers>	db_<dbpedia:Yeh_Jawani_Ta_Ra_Ri_Ri>	0
db_q_<dbpedia:Eitan_Tchernov>	db_<dbpedia:Yehudah_L._Werner>	2
db_q_<dbpedia:Yoshihiro_Yonezawa>	db_<dbpedia:Yonezawa_Castle>	0
db_q_<dbpedia:Ill_Wind_(film)>	db_<dbpedia:Yon_Ill_Wind>	1
db_q_<dbpedia:BlackGirl_discography>	db_<dbpedia:You_Can't_Fight_What_You_Can't_See>	1
db_q_<dbpedia:Yulin_Normal_University>	db_<dbpedia:Yulin,_Guangxi>	1
db_q_<dbpedia:Amanar>	db_<dbpedia:Yurchenko_(vault)>	1
db_q_<dbpedia:Zenith>	db_<dbpedia:Zenith_Data_Systems>	0
db_q_<dbpedia:Iranian_constitutional_referendum,_1989>	db_<dbpedia:List_of_Vice_Presidents_of_the_Dominican_Republic>	0
db_q_<dbpedia:KZZP>	db_<dbpedia:Lists_of_radio_stations_in_Oceania>	1
db_q_<dbpedia:List_of_transmission_sites>	db_<dbpedia:Lists_of_radio_stations_in_Oceania>	2
db_q_<dbpedia:House_at_1141_North_Chester_Avenue>	db_<dbpedia:1041>	0
db_q_<dbpedia:10th_FAI_World_Rally_Flying_Championship>	db_<dbpedia:10th_FAI_World_Rally_Flying_Championship>	3
db_q_<dbpedia:1564_in_Norway>	db_<dbpedia:1564_in_India>	0
db_q_<dbpedia:The_Heist_(1989_film)>	db_<dbpedia:1798_Bank_of_Pennsylvania_heist>	3
db_q_<dbpedia:1934_Birthday_Honours>	db_<dbpedia:1936_Birthday_Honours>	3
db_q_<dbpedia:1978_Miyagi_earthquake>	db_<dbpedia:1936_Miyagi_earthquake>	3
db_q_<dbpedia:Georges_Ramoulux>	db_<dbpedia:1962_Tour_de_France>	3
db_q_<dbpedia:1962_Australian_Championships_–_Men's_Singles>	db_<dbpedia:1968_Wimbledon_Championships_–_Men's_Singles>	3
db_q_<dbpedia:1936_FA_Cup_Final>	db_<dbpedia:1973_FA_Cup_Final>	3
db_q_<dbpedia:FIS_Freestyle_World_Ski_Championships_2013_–_Women's_slopestyle>	db_<dbpedia:1982_FIS_Freestyle_Skiing_World_Cup>	3
db_q_<dbpedia:I'm_a_Jayhawk>	db_<dbpedia:1988–89_Kansas_Jayhawks_men's_basketball_team>	0
db_q_<dbpedia:1993_Copa_CONMEBOL>	db_<dbpedia:1993_Copa_América>	1
db_q_<dbpedia:1996_JGTC_season>	db_<dbpedia:1993_JGTC_season>	0
db_q_<dbpedia:1994_African_Cup_of_Champions_Clubs_Final>	db_<dbpedia:1994_African_Cup_of_Nations_squads>	3
db_q_<dbpedia:1999_U.S._Men's_Clay_Court_Championships>	db_<dbpedia:1998_U.S._Men's_Clay_Court_Championships>	3
db_q_<dbpedia:1998_Kroger_St._Jude_International_–_Singles>	db_<dbpedia:1999_Kroger_St._Jude_International_–_Doubles>	3
db_q_<dbpedia:1995_Acura_Classic>	db_<dbpedia:2000_Acura_Classic>	3
db_q_<dbpedia:2002_European_Road_Championships>	db_<dbpedia:2002_European_Judo_Championships>	0
db_q_<dbpedia:2011_Slovak_Open_–_Women's_Singles>	db_<dbpedia:2008_Australian_Open_–_Women's_Doubles>	0
db_q_<dbpedia:2010_World_Junior_Championships_in_Athletics_–_Women's_discus_throw>	db_<dbpedia:2008_World_Junior_Championships_in_Athletics_–_Men's_discus_throw>	3
db_q_<dbpedia:Canoeing_at_the_1948_Summer_Olympics_–_Men's_K-1_10000_metres>	db_<dbpedia:2009_Canoe_Slalom_World_Cup>	1
db_q_<dbpedia:1976_Uruguayan_Primera_División>	db_<dbpedia:2010–11_Uruguayan_Primera_División_season>	3
db_q_<dbpedia:1935_Claxton_Shield>	db_<dbpedia:2010_Claxton_Shield>	3
db_q_<dbpedia:Ken_Cooper_(American_football)>	db_<dbpedia:2011_Mississippi_State_Bulldogs_football_team>	3
db_q_<dbpedia:1967_Palanca_Awards>	db_<dbpedia:2011_Palanca_Awards>	1
db_q_<dbpedia:2012_Cup_of_China>	db_<dbpedia:2012_Cup_of_China>	3
db_q_<dbpedia:2015_Zimbabwe_Premier_Soccer_League>	db_<dbpedia:2012_Zimbabwe_Premier_Soccer_League>	1
db_q_<dbpedia:2012–13_Iranian_Basketball_Super_League>	db_<dbpedia:2013–14_Iranian_Volleyball_Super_League>	3
db_q_<dbpedia:1999_Men's_World_Open_Squash_Championship>	db_<dbpedia:2013_PSA_World_Series>	3
db_q_<dbpedia:2010_Alessandria_Challenger_–_Singles>	db_<dbpedia:2013_Trofeo_Faip–Perrel_–_Singles>	3
db_q_<dbpedia:Roger_Goodell>	db_<dbpedia:2016_NFL_draft>	3
db_q_<dbpedia:Workweek_and_weekend>	db_<dbpedia:35-hour_workweek>	3
db_q_<dbpedia:Hans_Voigt>	db_<dbpedia:4378_Voigt>	0
db_q_<dbpedia:3rd_Cavalry_Brigade_(Australia)>	db_<dbpedia:4th_Cavalry_Brigade_(Australia)>	3
db_q_<dbpedia:54th_Indian_Brigade>	db_<dbpedia:54th_Sikhs_(Frontier_Force)>	3
db_q_<dbpedia:676th_Bombardment_Squadron>	db_<dbpedia:76th_Fighter_Squadron>	1
db_q_<dbpedia:Rada_TV>	db_<dbpedia:8th_Ukrainian_Verkhovna_Rada>	0
db_q_<dbpedia:Spegazziniophytum>	db_<dbpedia:A._alba>	0
db_q_<dbpedia:Abdul_Rahman_(convert)>	db_<dbpedia:Abdul_Rahman_(Afghan_minister)>	3
db_q_<dbpedia:Ina_Beyermann>	db_<dbpedia:Abla_Khairy>	0
db_q_<dbpedia:Vladimir_Rodimushkin>	db_<dbpedia:About_That>	0
db_q_<dbpedia:Maria_Dobroniega_of_Kiev>	db_<dbpedia:Abraham_and_Onesimus_of_Kiev_Caves>	0
db_q_<dbpedia:Farès_Benabderahmane>	db_<dbpedia:Abu_Inan_Faris>	0
db_q_<dbpedia:Syed_Zafar_Mahmood>	db_<dbpedia:Abul_Fazl_Syed_Mahmood_Quadri>	3
db_q_<dbpedia:Shapsug_Adyghe_dialect>	db_<dbpedia:Abzakh_Adyghe_dialect>	0
db_q_<dbpedia:Tropical_horticulture>	db_<dbpedia:Acampe>	1
db_q_<dbpedia:Tetraodon_barbatus>	db_<dbpedia:Acheilognathus_barbatus>	3
db_q_<dbpedia:Phalacropterix_graslinella>	db_<dbpedia:Acrobasis_foroiuliensis>	3
db_q_<dbpedia:Agadi,_Haveri>	db_<dbpedia:Agadi,_Uttara_Kannada>	3
db_q_<dbpedia:Markus_Haris_Maulana>	db_<dbpedia:Ahmad_Maulana_Putra>	3
db_q_<dbpedia:Libdmc>	db_<dbpedia:Air_operator's_certificate>	0
db_q_<dbpedia:Ait_Oumdis>	db_<dbpedia:Ait_Hkim_Ait_Yzid>	0
db_q_<dbpedia:Alain_Mesili>	db_<dbpedia:Alain_Afflelou>	0
db_q_<dbpedia:Hodzana_River>	db_<dbpedia:Alaska_whitefish>	0
db_q_<dbpedia:Alastair_Scott_(cricketer)>	db_<dbpedia:Alastair_Scott_(politician)>	0
db_q_<dbpedia:Manjampatti_Valley>	db_<dbpedia:Albino_gaur>	3
db_q_<dbpedia:Frank_Giorgini>	db_<dbpedia:Aldo_Giorgini>	0
db_q_<dbpedia:Aldrin_Garcia>	db_<dbpedia:Aldrin_Garcia>	3
db_q_<dbpedia:Betty_Caywood>	db_<dbpedia:Alfred_Beebe_Caywood>	0
db_q_<dbpedia:Aliabad,_Miyan_Jolgeh>	db_<dbpedia:Aliabad-e_Shahid,_Razavi_Khorasan>	3
db_q_<dbpedia:Ali_II_of_Shirvan>	db_<dbpedia:Ali_II_of_Shirvan>	3
db_q_<dbpedia:Sodium_tetraphenylborate>	db_<dbpedia:Alkali_hydroxide>	1
db_q_<dbpedia:Paucimorphism>	db_<dbpedia:Allelic_exclusion>	0
db_q_<dbpedia:Allen_Brain_Atlas>	db_<dbpedia:Allen_Brain_Atlas>	2
db_q_<dbpedia:All-Ireland_Senior_B_Hurling_Championship_1991>	db_<dbpedia:All-Ireland_Senior_B_Hurling_Championship>	3
db_q_<dbpedia:Rômulo_Arantes>	db_<dbpedia:Altino_Arantes_Building>	0
db_q_<dbpedia:Luiz_Alberto_Figueiredo>	db_<dbpedia:Álvares_Machado>	0
db_q_<dbpedia:Germia>	db_<dbpedia:American_University_in_Kosovo>	0
db_q_<dbpedia:Amherst_Central_Business_District>	db_<dbpedia:Amherst_Media>	1
db_q_<dbpedia:Ammiel_J._Willard>	db_<dbpedia:Ammiel_Alcalay>	0
db_q_<dbpedia:Amrit_Velā>	db_<dbpedia:Amrit_Manthan>	0
db_q_<dbpedia:Andreas_Chasikos>	db_<dbpedia:Andrea_da_Firenze>	0
db_q_<dbpedia:Maurice_Edmond_Müller>	db_<dbpedia:Andreas_Engel>	2
db_q_<dbpedia:Andrey_Vladimirovich_Kolesnikov>	db_<dbpedia:Andrei_Kolesnikov_(ice_hockey)>	0
db_q_<dbpedia:Antonio_Dorini>	db_<dbpedia:Antonio_Gilarduzzi>	1
db_q_<dbpedia:Anwar_al-Bunni>	db_<dbpedia:Anwar_al-Awlaki>	0
db_q_<dbpedia:Spring:_The_Appendix>	db_<dbpedia:Appendix_(band)>	3
db_q_<dbpedia:King_Byerd>	db_<dbpedia:Apple_crisp>	1
db_q_<dbpedia:1924–25_Panhellenic_Championship>	db_<dbpedia:A.P.S._Aspida_Xanthi>	1
db_q_<dbpedia:Coral_reef_organizations>	db_<dbpedia:Aquaculture_of_coral>	3
db_q_<dbpedia:Barygnathella>	db_<dbpedia:Araucania_(genus)>	0
db_q_<dbpedia:Metaxyja>	db_<dbpedia:Araucania_(genus)>	0
db_q_<dbpedia:Nancy_Creek_(Montana)>	db_<dbpedia:Arch_Creek_(Montana)>	3
db_q_<dbpedia:Ruin_Tan_Arash_Hospital,_Tehran>	db_<dbpedia:Aresh>	0
db_q_<dbpedia:Tucuman_tuco-tuco>	db_<dbpedia:Argentine_tuco-tuco>	3
db_q_<dbpedia:Pedro_Aspe>	db_<dbpedia:Armella_Nicolas>	0
db_q_<dbpedia:Arthur's_Town>	db_<dbpedia:Arthur_Kill_Correctional_Facility>	0
db_q_<dbpedia:Arzuiyeh>	db_<dbpedia:Arzuiyeh_County>	3
db_q_<dbpedia:Episode_2_(Ashes_to_Ashes_series_1)>	db_<dbpedia:Ashes_to_Ashes_(Only_Fools_and_Horses)>	1
db_q_<dbpedia:Ojiji>	db_<dbpedia:Ashley_Hall_(musician)>	0
db_q_<dbpedia:Ashrafabad,_Mazandaran>	db_<dbpedia:Ashrafabad,_Kermanshah>	3
db_q_<dbpedia:Astragalus_siculus>	db_<dbpedia:Astragalus_purshii>	1
db_q_<dbpedia:Osaka_bid_for_the_2008_Summer_Olympics>	db_<dbpedia:Athens_bid_for_the_2010_Summer_Youth_Olympics>	0
db_q_<dbpedia:Drew_Fraser>	db_<dbpedia:Athletic_Association_of_the_Great_Public_Schools_of_New_South_Wales>	0
db_q_<dbpedia:Arnulf_of_Sens>	db_<dbpedia:Atiha_Sen_Gupta>	0
db_q_<dbpedia:2002_RCA_Championships>	db_<dbpedia:Atlanta_Tennis_Championships>	3
db_q_<dbpedia:Umberto_Baldini>	db_<dbpedia:Attention_restoration_theory>	0
db_q_<dbpedia:Avatiu_FC>	db_<dbpedia:Aturangi_Putere>	1
db_q_<dbpedia:Claydee>	db_<dbpedia:Auguste_Lupa>	0
db_q_<dbpedia:Tascott,_New_South_Wales>	db_<dbpedia:Australia_national_soccer_team_results>	0
db_q_<dbpedia:HMS_J2>	db_<dbpedia:Australian_Submarine_Rescue_Vehicle_Remora>	3
db_q_<dbpedia:2006_in_athletics_(track_and_field)>	db_<dbpedia:Austrian_records_in_athletics>	3
db_q_<dbpedia:Transnational_(VNV_Nation_album)>	db_<dbpedia:Automatic_(VNV_Nation_album)>	3
db_q_<dbpedia:Axial_symmetry>	db_<dbpedia:Axiality_(geometry)>	2
db_q_<dbpedia:North_Ayr_Wild>	db_<dbpedia:Ayr_Centennials>	3
db_q_<dbpedia:Azna_County>	db_<dbpedia:Azna,_Lorestan>	3
db_q_<dbpedia:Balahzar>	db_<dbpedia:Badam_Zar,_Dehdez>	1
db_q_<dbpedia:Bad_Lieutenant>	db_<dbpedia:Bad_Lieutenant_(band)>	3
db_q_<dbpedia:Radio_Television_of_Djibouti>	db_<dbpedia:Bahache/Université_de_Djibouti>	0
db_q_<dbpedia:Do_Ab_(Iran)>	db_<dbpedia:Bala_Do_Ab>	3
db_q_<dbpedia:Leo_Veigelsberg>	db_<dbpedia:Balázs_Birtalan>	0
db_q_<dbpedia:Wallace_Howe>	db_<dbpedia:Baldwin_Cooke>	1
db_q_<dbpedia:Balmer_Werder>	db_<dbpedia:Balmer_series>	0
db_q_<dbpedia:Khaled_Mashud>	db_<dbpedia:Bangladeshi_cricket_team_in_Sri_Lanka_in_2002>	2
db_q_<dbpedia:1968_State_of_the_Union_Address>	db_<dbpedia:Barack_Obama_speech_to_joint_session_of_Congress,_February_2009>	3
db_q_<dbpedia:Barbara_Harrell-Bond>	db_<dbpedia:Barbara_Broccoli>	0
db_q_<dbpedia:Jerry_Barber>	db_<dbpedia:Barber>	3
db_q_<dbpedia:Greg_Barreto>	db_<dbpedia:Barretos_Esporte_Clube>	0
db_q_<dbpedia:Church_of_St_Mary_and_St_Edward,_Barrow_Gurney>	db_<dbpedia:Barrow_Hospital>	0
db_q_<dbpedia:Dąbrowskie,_Ełk_County>	db_<dbpedia:Bartoszyce>	3
db_q_<dbpedia:2014–15_Barys_Astana_season>	db_<dbpedia:Barys_Arena>	3
db_q_<dbpedia:Baseball_at_the_Summer_Universiade>	db_<dbpedia:Baseball_at_the_2015_Summer_Universiade>	3
db_q_<dbpedia:Jan_van_den_Brink>	db_<dbpedia:Bas_van_den_Brink>	2
db_q_<dbpedia:Gylis>	db_<dbpedia:Battle_of_Coronea_(394_BC)>	1
